,evspsbl_CO2_anom,evspsbl_G1_anom,evspsbl_pic,hfdsn_CO2_anom,hfdsn_G1_anom,hfdsn_pic,hfls_CO2_anom,hfls_G1_anom,hfls_pic,hfss_CO2_anom,hfss_G1_anom,hfss_pic,hurs_CO2_anom,hurs_G1_anom,hurs_pic,lwsnl_CO2_anom,lwsnl_G1_anom,lwsnl_pic,p-e_CO2_anom,p-e_G1_anom,p-e_pic,pr_CO2_anom,pr_G1_anom,pr_pic,prsn_CO2_anom,prsn_G1_anom,prsn_pic,rlds_CO2_anom,rlds_G1_anom,rlds_pic,rlus_CO2_anom,rlus_G1_anom,rlus_pic,rsds_CO2_anom,rsds_G1_anom,rsds_pic,rsus_CO2_anom,rsus_G1_anom,rsus_pic,sbl_CO2_anom,sbl_G1_anom,sbl_pic,sfc_heat_CO2_anom,sfc_heat_G1_anom,sfc_heat_pic,sfc_lw_CO2_anom,sfc_lw_G1_anom,sfc_lw_pic,sfc_nonrad_CO2_anom,sfc_nonrad_G1_anom,sfc_nonrad_pic,sfc_rad_CO2_anom,sfc_rad_G1_anom,sfc_rad_pic,sfc_sw_CO2_anom,sfc_sw_G1_anom,sfc_sw_pic,snd_CO2_anom,snd_G1_anom,snd_pic,snm_CO2_anom,snm_G1_anom,snm_pic,snw_CO2_anom,snw_G1_anom,snw_pic,tas_CO2_anom,tas_G1_anom,tas_pic,ts_CO2_anom,ts_G1_anom,ts_pic,tsn_CO2_anom,tsn_G1_anom,tsn_pic
BNU-ESM,,,,,,,-6.811904889943714,-1.0441312405722378,9.163042863341065,-7.915264386563777,-1.2551548984882432,1.1313423608870852,0.3817270551844416,,94.38901242658206,-6715.601103577521,,8169.688641630066,0.21511625974098925,-0.16424850310979533,2.351766037042962,-0.02585255875804293,-0.22501030689885093,2.668440795455611,-0.6035915405727497,,1.0666840218105547,25.923979475707995,7.133585555156458,259.38660938677623,17.354542512186185,5.191295461670734,296.2925992642006,-15.2515913854335,-9.023250871526301,224.8988468606278,-17.27739619489512,-8.152341486926417,166.61275824256762,,,,25.322411134272315,3.3706668419481502,11.085713197924383,8.569436963521852,1.9422900934857807,-36.9059898774244,14.727169311804959,2.2992861466109984,-10.294385216374138,10.595241787170671,1.0713807306278689,21.38009843096402,2.025804762773774,-0.8709094579704981,58.2860886252552,-4971.521347904266,,5264.679892427782,5.86999354530955,,1.4996054248532866,-3246358.1602799403,,3419485.5564009296,4.50293493476724,1.2834111668557604,-4.164362111043068,,,,6.930918576125982,,-11.654082008218918
CCSM4,0.09697717455532151,0.02685137854784725,0.249497750009384,-6.048778192398904,-0.2761944759000219,-13.257188562053004,2.717072709036934,0.7915853613903998,7.433469705549882,0.8534653196137505,-0.2038468309558148,-8.27473453459961,0.9684192553471007,-0.26711524064036496,87.64571954026748,1.0407912764785472,1.2927857427429394,4.710113900589793,0.5191276610168192,0.023993665810884135,1.4132921742171733,0.6161048283502997,0.05084504284454172,1.6627899254046727,-0.052817349518490486,0.03382246405397926,1.0981108506729331,27.44892028966828,4.1230847467218155,235.0176909213241,19.608711437684576,2.4341607995406207,286.1935453691871,-20.820576302129382,-10.204295523482983,270.0401795610412,-24.554286125841088,-9.673997499246695,204.08483551438835,,,,8.003380970051971,0.5708873836585013,15.620754491824187,7.840208851983675,1.688923947181216,-51.175854447863024,-3.5705379987782826,-0.5877384838503004,0.8412648082497887,11.573919037659147,1.1586259142072315,14.77948965464334,3.733709831218789,-0.5302979738633411,65.95534403605717,-0.4644383897538935,-0.013036981215107657,1.4765654969600364,1.2198997346943434,0.2272281931072504,2.533396800963952,-243.03794345647702,-37.05252445150427,786.3561232132008,4.311388098563902,0.5376018412213188,-5.74558424706891,,,,,,
CESM-CAM5.1-FV,0.07823719031352451,-0.0066566468261563955,0.1167854627844175,,,,2.2932669855761447,0.1008891980367621,3.478763848633727,,-0.12002343111196456,-5.928039208026696,,,,,,,0.337171785850799,-0.0611687607690683,1.0720006028145688,0.4254638384111784,-0.057770531939915104,1.1787311948051882,,,,,5.786127712380477,217.23739471950708,,2.9875105396442905,274.9091455924141,,-15.215468598882694,310.66189739215883,,-12.93312720207203,241.2606688272364,,,,,0.5354077888752116,14.178752513522724,19.896933345753638,2.7986171727361295,-57.67175087290701,,0.019134283109538686,2.449275351112001,,0.5162735903444364,11.729477167622797,-68.488988104795,-2.282341542325952,69.40122861334717,,,,,,,,,,6.843409465486285,0.702845602341025,-8.040965312986744,,,,,,
CSIRO-Mk3L-1-2,0.11800787328757759,-0.003457574145399364,0.12553392903211563,,,,3.414579946450014,-0.10004549856125333,3.6323476187859027,-0.10376992509448257,-0.3286290216874095,8.161939349921472,,,,,,,0.20980509150895765,0.02267666369611443,0.8661213956892931,0.3278129854924955,0.019219094627292876,0.9916553117477854,-0.13543160296805257,-0.004801797838843713,0.6444714814538393,36.52073577469619,4.496122525038544,247.23808633535938,18.129516454002385,1.5532303232748745,300.4466159027876,-51.63805254502819,-12.050261929166311,267.09036811139873,-40.74530808110774,-8.543126286312798,180.57584698776827,,,,4.187660421543516,-0.13557058673137234,21.51170821594157,18.391219320693835,2.942892201763705,-53.2085295674282,-3.3108100360704604,0.4286744228374033,-11.794286914850183,7.498469964236982,-0.5642454076830674,33.305995425376,-10.892744227640762,-3.5071354656437563,86.51452100549061,-0.5635394674560013,-0.0016537517773413946,0.9800378130710945,,,,-56.35394616336288,-0.165374292812146,98.00378158769661,4.205213232279018,0.3994843490837159,-4.420083334803715,4.16659447837223,0.3753989025774196,-3.8335158288039737,,,
CanESM2,-0.013702801842671891,-0.0009699219507308676,0.14997206679932074,,,,-0.7813613120810108,-0.013627908768158115,4.494906747429672,-2.083677147644204,-0.6729282066448814,-6.176539792945457,1.8686040904103578,-0.1896369801285971,88.6312926231779,,,,0.6321147794146795,0.011900182638203916,1.281556981447598,0.6184119556197816,0.010930275423644886,1.4315290491311403,-0.2505373155392251,0.022822694722735015,0.8967867577481055,36.238509827986775,3.2740965293733097,233.54522351593312,25.563387586131228,1.2893217476248537,282.13880740602133,-22.681509438755143,-12.578039268395798,283.6457928102462,-19.36034953258803,-9.44765974019009,223.19415157329212,,,,10.219002844454078,-0.45904363553928107,13.539689749787808,10.67512224185559,1.9847747817484702,-48.59358389008825,2.8650384990023845,0.6865561986359741,1.6816329942502966,7.353964313479501,-1.1455995621615322,11.858056592023935,-3.3211595281563504,-3.1303792520089644,60.45164097518199,-0.1307618973971151,0.006333480355594667,0.31624368592268837,0.11376684094493339,-0.0033534012911599076,0.7280940545268713,-34.54941311286713,1.719155054933026,93.44070713760883,6.026787605633536,0.33493639383140383,-6.638661730110247,,,,-19.26048646440119,-0.19530247053189598,-12.47635449187664
GISS-E2-R,0.03651528300167084,0.0029913330491350143,0.5684326609166144,,,,1.0565764512269809,0.08655473617279341,16.447704615514986,-1.360195956360723,1.2073589240268987,12.724893391641658,0.2935708677260038,-0.4586232237168133,86.16496929469238,-32.01153882692499,0.972026325282485,132.73507313604225,0.15253740113281478,-0.06113518296511822,0.8402708284862563,0.18905267703326234,-0.058143849510735146,1.4087034903390783,-0.05210446593012219,-0.007394532728072223,1.10009447304527,26.6137630905736,-1.9754778288993862,221.92596140009317,15.015229833087005,-1.9164086507715297,277.4393384554239,-20.43277667356972,-8.617570918947706,299.0218521029624,-17.25349281720142,-6.480229975832543,221.96461436299327,,,,8.722866312379331,-3.4903244836331346,-7.6287344779035,11.59853325748658,-0.05906917812787782,-55.51337705533076,0.30361974092493327,-1.2939133774837437,-29.172598158545743,8.419246765096322,-2.196410781890343,21.54386342873024,-3.1792837597244272,-2.1373406565922437,77.05723761444537,-0.07741580277591353,0.003158474187988758,0.3555700299875222,0.05674084821750325,-0.11400425606399545,0.6166454234678543,,,,3.555707820420105,-0.43641336280659004,-8.149409475034261,3.5526271941055256,-0.43252029556020943,-281.37261386813543,,,
HadCM3,0.17860483639100028,0.01174983175880226,0.06837699296785374,,,,,,,,,,,,,,,,0.2923617485579554,0.026385560491842264,0.7907430584935299,0.4709665790416634,0.038135387728008285,0.8591200548140693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.618400399432083,1.0815596302660033,-28.121358878879825,,,,,,
HadGEM2-ES,-0.06375268416948388,-0.00781642201738525,0.29862312281040393,,,,-2.1829422484001455,-0.2654345189983065,9.516807661862591,-1.6739235938433252,-0.43304370689411686,-1.4853265118133534,0.5117942602079211,-0.45415694076686464,88.66828710475718,,,,0.5646238030908872,-0.018266053542395744,0.7077943029274314,0.5008711229095946,-0.02608247270050945,1.006417422681254,-0.10430351983436803,-0.04806405439409245,0.7149020938892698,34.09149760466039,5.322482615171822,230.31133629173428,20.6301340945368,2.625607504816287,287.7811281121837,-18.64101551755016,-10.663149168969369,286.95220294422313,-17.789085536859915,-7.988869423519645,207.30417611943696,,,,16.466300640325045,0.7210742675148989,14.146753472156261,13.461363510123554,2.696875110355492,-57.4697918204494,3.856865880160158,0.6984782763184034,-8.031481154031107,12.609434867860799,0.022595970006829447,22.178234677372046,-0.8519298690329435,-2.6742796252216294,79.64802669809448,,,,,,,-8507.183804754954,-443.2091411280853,189850.3823112369,4.9614603287879655,0.6800611491770194,-5.713057257434249,,,,,,
IPSL-CM5A-LR,0.027351389544879867,-0.0011874491172023938,0.22510340413136398,,,,,,,1.7042063117622925,-0.3013306695576805,-7.24729846267817,,,,,,,0.5512518666260375,0.050031970561905226,0.9458727262774398,0.5786032638328658,0.04884454743828259,1.1709761236280978,-0.17508735807134634,0.024767733303777684,0.7140801772389807,37.05523735327077,5.32538972545467,210.56411784680574,26.476185202859426,0.9305249158477409,281.1426001369607,-19.726801574764238,-13.910092489687258,282.04178691379934,-19.838062120448313,-9.355895787148853,192.77238915564004,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0147766626567325,0.21483272905261686,-7.285111356851465,,,,,,
MIROC-ESM,-0.31650586088133226,-0.0011317652022568292,0.2561151132485812,-0.5099538826692279,-0.07794244075206591,0.7034789222577454,-9.158155533564313,-0.03274788497698378,7.410738126947199,-14.159752547849488,-0.09607094364832935,0.7639619933222901,-0.24517729757268114,-0.09483426502558245,94.99664337200247,,,,0.9027805906961968,-0.0975584932025515,1.575474205056138,0.5862747395801176,-0.09869025042454727,1.8315893282554825,-0.8030241251327356,0.0051113249183984966,1.189264425079507,32.61379402151863,-2.048360844371018,269.82899896046297,14.232587142842135,-1.5293777835865967,305.74147892842257,-65.31375549913702,-7.464329198322531,262.1617252237437,-94.55290580571034,-2.473497504839088,184.86616325168183,,,,70.9382676191375,-5.38099079062231,33.20838158805195,18.381206878676437,-0.518983060784393,-35.912479967959605,23.317907772260646,0.12881886590113467,-8.174700098145266,47.62035976468535,-5.509809377396834,41.38308148168012,29.239150410193588,-4.9908316934835,77.2955619720619,-1.6274796836289633,0.19491716956674265,1.8473037289603211,-0.07465762389435238,-0.3437979516467733,4.116715515988677,-488.2439017590292,58.47516125915854,554.1911153157442,3.736070064387162,-0.3398933633168735,-2.0375539836141066,,,,3.161570264809533,-0.7707511398778757,-3.470556333391268
MPI-ESM-LR,0.008473600541208881,-0.20343601908864672,0.09571386245403823,,,,0.2501544909063056,0.36805828096168147,2.8077599393414263,0.07391867019379994,-0.8714772779418523,-5.320027957888299,,,,,,,0.6315794029433177,0.1206720970261852,1.0098138043611784,0.6400530013365655,0.13471451386890942,1.1055276678537855,-0.1257232098315425,,0.7925431413400252,36.37420131011521,4.476608304923843,226.79029314850834,27.01803729583753,1.800127058878445,273.33928703141066,-27.06913390107445,-15.6133464103645,298.9059316051463,-29.522627567863765,-12.509242667929357,244.31066454427324,,,,11.485585264129352,0.07579770552261245,10.558538860755231,9.356164014277653,2.6764812460453555,-46.54899388290228,-0.32407301350387696,0.5034191219545017,2.512267916495871,11.809658294912797,-0.42762120459785624,8.046270827364989,2.4534936617193566,-3.104103839640203,54.59526706523067,,,,5.597083622200757,0.03167521659862205,0.8758634474825246,-0.4623834883505777,0.07760262801314322,0.5203512459988443,6.322758853406429,0.4528645014354282,-9.287598712361838,,,,,,
NorESM1-M,0.07401896748239092,0.0014751778155822903,0.194257014682693,,,,2.069106721511379,0.050384244817040624,5.833797739441757,0.633676577600685,0.02057624120748791,-6.778076429682345,0.8974573863139881,0.01222073000809587,89.13909704221845,6.753880809503446,,2.376981558757649,0.5640103144452002,-0.03404285765462589,1.4168454991860786,0.6380292943049506,-0.03256767244411751,1.6111025064453761,-0.024203081289130512,-0.02562109328768125,1.1374689992125324,29.742555242430456,4.166823378423885,233.04769685501606,21.30310923822242,1.6645013977635017,280.38970758820426,-21.575240436221378,-12.279883098850092,264.5879242619294,-25.611293759716887,-10.210108328697913,206.69272464585367,,,,9.77271621475132,0.36158637858784104,11.49746807286023,8.439446004208044,2.502321980660412,-47.34201073318822,-2.702783338262945,-0.07096052442846079,0.9442787019411409,12.475499572707555,0.43254675606781134,10.553189424426545,4.036053398977302,-2.06977475874956,57.89519961420305,-0.39620043125050386,,1.6777983756880597,,,,-228.78812693768145,,906.2619145445392,4.816881966070808,0.38001015575254904,-7.27338342457294,,,,,,
_mean,0.020384088020371487,-0.016508007016037368,0.21349194362152604,-3.279366037534066,-0.1770684583260439,-6.276854819897629,-0.7133606679281423,-0.005851523049826213,7.021933886684822,-2.4031316678185473,-0.27768816560871873,-1.6752641638055843,0.6680565168024474,-0.24202432004502109,89.94786020052827,-1684.954492579616,1.1324060340127122,2077.377702556364,0.46437339208538786,-0.015063309251534984,1.1892959679999704,0.4638159772628943,-0.016298018498999634,1.4105485725467952,-0.23268235686877628,8.034234377510274e-05,0.9354406421491017,32.26231939906283,3.643680219943129,234.99030994377455,20.533144079738967,1.54822666497302,285.983113980656,-28.315045327366317,-11.601789770599595,277.2735007079342,-30.65048075422326,-8.888008718428676,206.69445392955743,,,,18.34646571344938,-0.3830509130418882,13.771902568492084,12.660963438858087,1.865512429506429,-49.034236211554116,3.90693297972639,0.2811754929605449,-5.903873176989734,14.439532707534347,-0.6642263372475455,19.6757757110204,-4.524589342446667,-2.529739426549965,68.71001162193676,-710.6830262252184,0.0379436782235754,753.0476302226245,2.1304711612454557,-0.04045043985921124,1.7283867778805277,-406989.59747495165,-70.02585348838284,451471.83908815146,5.326315785990939,0.44094173274111476,-8.07309415206345,3.8596108362388777,-0.02856069649139492,-142.6030648484697,-3.055999207821891,-0.48302680520488583,-9.200330944495608
_median,0.03193333627327535,-0.0011596071597296115,0.20387447915210952,-3.279366037534066,-0.1770684583260439,-6.276854819897629,0.2501544909063056,-0.005851523049826213,7.021933886684822,-1.360195956360723,-0.2895094175831996,-3.4976460608469417,0.5899253885051843,-0.24202432004502109,88.90369207348782,-32.01153882692499,1.1324060340127122,132.73507313604225,0.5191276610168192,-0.015063309251534984,1.0720006028145688,0.5008711229095946,-0.016298018498999634,1.4087034903390783,-0.13543160296805257,8.034234377510274e-05,0.9354406421491017,32.61379402151863,4.321715841673864,233.2964601854746,20.533144079738967,1.6088658605191881,284.06096069333864,-21.575240436221378,-11.826025849882953,279.6576438108668,-24.554286125841088,-9.121952252788764,206.69358928770555,,,,10.852294054291715,0.07579770552261245,13.771902568492084,11.59853325748658,1.9847747817484702,-49.034236211554116,1.5843291199636589,0.2811754929605449,-5.903873176989734,11.691788666285973,-0.42762120459785624,19.6757757110204,-0.8519298690329435,-2.529739426549965,68.71001162193676,-0.5139889286049474,0.004745977271791713,1.577181936324048,1.2198997346943434,-0.021901920575185575,1.4996054248532866,-243.03794345647702,-0.165374292812146,786.3561232132008,4.9614603287879655,0.44094173274111476,-7.27338342457294,3.8596108362388777,-0.02856069649139492,-142.6030648484697,0.05278552849382101,-0.48302680520488583,-10.427206476357263
